company,year,Price,fuel_type,Driven,Car_Name,Model_Info
Hyundai,2009,400000,Petrol,33000,Hyundai i10,Magna 1.2 Kappa2
Hyundai,2016,900000,Diesel,60000,Hyundai Creta,1.6 SX Plus Petrol
Volkswagen,2013,299999,Diesel,48000,Volkswagen Polo,Highline1.2L P
Maruti,2014,374999,Petrol,33000,Maruti Suzuki,Dzire
Tata,2015,600000,Petrol,15000,Tata Bolt,XM Petrol
Maruti,2005,70000,Petrol,47000,Maruti Suzuki,Alto 800 Lx
Maruti,2005,100000,Petrol,40000,Maruti Suzuki,Alto
Maruti,2010,150000,Diesel,38000,Maruti Suzuki,Ritz
Maruti,2017,225000,Petrol,12500,Maruti Suzuki,Alto 800 Lxi
Maruti,2009,210000,Petrol,42000,Maruti Suzuki,Dzire
Hyundai,2014,425000,Petrol,31000,Hyundai i20,Asta
Maruti,2008,162000,Diesel,60000,Maruti Suzuki,Swift Select Variant
Tata,2005,60000,Diesel,80000,Tata Indica,V2 DLX BS III
Mahindra,2014,650000,Diesel,77000,Mahindra Scorpio,VLX 2.2 mHawk Airbag BSIV
Toyota,2012,750000,Diesel,75000,Toyota Innova,2.5 E 8 STR
Mahindra,2010,375000,Diesel,40000,Mahindra Xylo,E8
Hyundai,2011,230000,Petrol,47000,Hyundai i20,Magna 1.2
Maruti,2000,35999,Petrol,60000,Maruti Suzuki,Omni
Mahindra,2016,380000,Petrol,26500,Mahindra KUV100,K8 D 6 STR
Mahindra,2019,560000,Petrol,2875,Mahindra KUV100,K8 6 STR
Datsun,2016,285000,Petrol,13900,Datsun Go,Plus
Ford,2019,2900000,Diesel,9000,Ford Endeavor,4x4 Thunder Plus
Tata,2005,39999,Diesel,80000,Tata Indica,V2
Hyundai,2006,85000,Petrol,60000,Hyundai Santro,Xing GL
Maruti,2016,395000,Petrol,20000,Maruti Suzuki,Wagon R 1.0 VXi
Maruti,2008,175000,Diesel,58000,Maruti Suzuki,Swift Select Variant
Maruti,2019,400000,Petrol,1500,Maruti Suzuki,Alto 800 Lx
Toyota,2011,750000,Diesel,75000,Toyota Innova,2.5 Z Diesel 7 Seater
Maruti,2016,250000,Petrol,2450,Maruti Suzuki,Alto 800
Maruti,2019,425000,Petrol,1625,Maruti Suzuki,Alto AX
Volkswagen,2017,525000,Petrol,45000,Volkswagen Polo,Highline1.2L P
Mahindra,2009,130000,Diesel,65000,Mahindra Logan,Diesel 1.5 DLS
Maruti,2000,30000,Petrol,33400,Maruti Suzuki,800 Std BS III
Mahindra,2011,475000,Diesel,60123,Mahindra Scorpio,S10
Chevrolet,2013,300000,Petrol,28000,Chevrolet Sail,1.2 LS
Hyundai,2003,60000,Petrol,70000,Hyundai Santro,AE GLS Audio
Maruti,2006,100000,Petrol,7000,Maruti Suzuki,Wagon R VXi Minor
Hyundai,2018,260000,Petrol,25000,Hyundai Eon,Era Plus
Tata,2015,100000,Diesel,100000,Tata Manza,Aqua Quadrajet
Hyundai,2009,115000,Petrol,20000,Hyundai Getz,Prime 1.3 GLX
Hyundai,2004,45000,Petrol,137495,Hyundai Santro,Xing
Tata,2016,50500,Diesel,91200,Tata Indica,eV2 LS
Honda,2009,270000,Petrol,55000,Honda City,1.5 S MT
Tata,2017,290000,Diesel,120000,Tata Zest,XE 75 PS Diesel
Mahindra,2013,325000,Diesel,63000,Mahindra Quanto,C4
Tata,2016,160000,Diesel,104000,Tata Indigo,eCS LX CR4 BS IV
Maruti,2016,350000,Diesel,146000,Maruti Suzuki,Swift Dzire
Hyundai,2011,290000,Petrol,40000,Hyundai Elite,i20
Hyundai,2011,290000,Petrol,40000,Hyundai i20,Select Variant
Chevrolet,2007,465000,Diesel,100800,Chevrolet Tavera,Neo
Maruti,2016,325000,Diesel,150000,Maruti Suzuki,Dzire
Hyundai,2018,510000,Petrol,2100,Hyundai Elite,i20
Honda,2016,860000,Petrol,95000,Honda City,VX Petrol
Maruti,2016,450000,Diesel,2500,Maruti Suzuki,Dzire
Hyundai,2006,125000,Petrol,80000,Hyundai Getz,Prime 1.3 GLX
Mercedes,2006,500001,Petrol,15000,Mercedes Benz,C Class 200 K MT
Maruti,2005,95000,Petrol,65000,Maruti Suzuki,Alto LXi BS III
Maruti,2009,250000,Diesel,51000,Maruti Suzuki,Swift Dzire Tour VDi
Skoda,2009,110000,Petrol,45000,Skoda Fabia,1.2L Diesel Ambiente
Maruti,2011,270000,Petrol,50000,Maruti Suzuki,Ritz VXI ABS
Tata,2009,110000,Diesel,30000,Tata Indica,V2 DLE BS III
Toyota,2009,300000,Petrol,132000,Toyota Corolla,Altis
Tata,2018,260000,Diesel,27000,Tata Zest,XM Diesel
Mahindra,2013,390000,Diesel,40000,Mahindra Quanto,C8
